CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
29043020500,Missouri,Christian,0,7027,2637,0,22,0.0031308000000000004,0,0,0,0,1,0,9.5,61616,1,1,0,0,0,1,0,1,1381.457151,1381.457151,0.0,571.9244102999999,571.9244102999999,0.0,7027.000033,1.000000005,2424.027988,0.344959156,1730.0000100000002,0.24619325600000003,903.0000041000001,0.128504341,6860.00005,0.9762345309999999,9.999999948,0.0014230820000000002,5.000000076,0.0007115410000000001,0.9999999759999999,0.00014230799999999998,29.99999989,0.004269247,121.00000130000001,0.017219296999999998,127.0000009,0.018073147,123.2035675,0.04672111,153.5835168,0.058241758,7027.000033,1.000000005,2424.027988,0.344959156,1730.0000100000002,0.24619325600000003,903.0000041000001,0.128504341,6860.00005,0.9762345309999999,9.999999948,0.0014230820000000002,5.000000076,0.0007115410000000001,0.9999999759999999,0.00014230799999999998,29.99999989,0.004269247,121.00000130000001,0.017219296999999998,127.0000009,0.018073147,123.2035675,0.04672111,153.5835168,0.058241758,1381.457151,0.196592735,571.9244102999999,0.081389556,360.50365550000004,0.051302640999999996,189.2122896,0.026926468,1338.373122,0.190461523,1.396398095,0.000198719,0.9024632990000001,0.00012842799999999998,0.34064629700000004,4.84768e-05,3.82998329,0.0005450380000000001,36.61454904,0.005210552,25.24556453,0.003592652,15.52300064,0.005886614,29.16847483,0.011061234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528,1730,903,6860,10,5,1,30,121,127,129,159
29045950100,Missouri,Clark,0,2030,834,0,0,0.0,0,0,0,0,0,0,13.6,54375,1,1,0,0,0,1,0,0,674.1486875,674.1486875,0.0,259.259976,259.259976,0.0,2029.999997,0.999999998,727.4463571,0.358347959,491.9999994,0.242364532,356.9999999,0.17586206899999998,1990.999996,0.980788175,5.000000048,0.002463054,1.999999976,0.000985222,0.0,0.0,2.9999999560000004,0.001477832,29.00000001,0.014285714,10.999999800000001,0.005418719000000001,32.84169874,0.039378536,99.38329214,0.119164619,2029.999997,0.999999998,727.4463571,0.358347959,491.9999994,0.242364532,356.9999999,0.17586206899999998,1990.999996,0.980788175,5.000000048,0.002463054,1.999999976,0.000985222,0.0,0.0,2.9999999560000004,0.001477832,29.00000001,0.014285714,10.999999800000001,0.005418719000000001,32.84169874,0.039378536,99.38329214,0.119164619,674.1486875,0.33209294899999997,259.259976,0.12771427400000002,130.192327,0.064134151,147.13774809999998,0.07248164900000001,669.371227,0.32973952100000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.777459917,0.0023534289999999998,5.013847728,0.002469876,12.23635092,0.014671884,36.67240197,0.043971705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728,492,357,1991,5,2,0,3,29,11,32,97
29045950200,Missouri,Clark,0,2169,889,0,0,0.0,0,0,0,0,0,0,16.4,58011,0,0,0,0,0,0,0,0,284.0216881,284.0216881,0.0,123.1590889,123.1590889,0.0,2169.000012,1.0000000059999998,847.8653316,0.39090149,505.0000036,0.232826189,354.999999,0.163669893,2122.000012,0.9783310340000001,7.999999783,0.003688336,16.00000026,0.007376671,0.0,0.0,1.000000015,0.000461042,22.00000011,0.010142923,9.000000024,0.004149378,51.90311441,0.058383705999999994,79.48013255,0.089403974,2169.000012,1.0000000059999998,847.8653316,0.39090149,505.0000036,0.232826189,354.999999,0.163669893,2122.000012,0.9783310340000001,7.999999783,0.003688336,16.00000026,0.007376671,0.0,0.0,1.000000015,0.000461042,22.00000011,0.010142923,9.000000024,0.004149378,51.90311441,0.058383705999999994,79.48013255,0.089403974,284.0216881,0.130945914,123.1590889,0.056781507,47.76007418,0.022019398,60.77265662,0.028018743999999998,275.99551280000003,0.127245511,5.378271665,0.002479609,1.891359681,0.0008719960000000001,0.0,0.0,0.0,0.0,0.7565438659999999,0.00034879800000000004,0.991149257,0.000456961,0.208564125,0.000234605,11.19899575,0.012597296000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882,505,355,2122,8,16,0,1,22,9,50,81
29045950300,Missouri,Clark,0,2940,1210,0,90,0.030612200000000003,0,0,0,0,0,0,17.9,55444,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1832.173755,0.623188352,501.76677120000005,0.17066897,453.26277930000003,0.154171013,359.452173,0.122262644,1807.545236,0.614811305,1.926793733,0.000655372,3.529443145,0.0012004910000000001,0.0,0.0,2.9576944110000003,0.001006019,16.21459045,0.005515167,14.60729559,0.004968468,27.44375764,0.022680791000000002,93.72531469,0.077458938,828.4220291,0.28177620000000003,128.9833086,0.043871874000000005,216.57189680000005,0.07366391,105.9898782,0.036050979,819.825105,0.278852077,1.074271028,0.000365398,0.0,0.0,0.0,0.0,2.0,0.000680272,5.522652648999999,0.001878453,7.000000077999999,0.002380952,5.022238142,0.00415061,40.78631294,0.033707697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851,720,549,2898,6,5,0,5,26,22,52,148
29047020201,Missouri,Clay,1,5004,2242,0,0,0.0,1,1,1,0,0,1,20.6,50858,1,1,1,1,1,0,0,0,2344.097277,4967.751055,2344.097277,866.662484,2022.0574739999997,866.662484,4967.751055,0.9927560059999999,2022.0574739999997,0.404088224,1080.646233,0.215956481,537.4394658,0.107401972,3521.371164,0.7037112640000001,450.00427189999994,0.089928911,571.2995823,0.11416858199999999,67.95183989,0.013579504,33.77692283,0.006749985,323.3472868,0.064617763,437.7901234,0.087488034,97.05454509999998,0.043289271,285.6353512,0.12740203,2344.097277,0.4684447,866.662484,0.173193942,523.144161,0.10454519599999999,271.63829910000004,0.054284232,1513.727784,0.302503554,198.903954,0.039748992000000004,414.0595865,0.082745721,32.87418532,0.006569581,13.80650968,0.002759095,170.7252631,0.034117758,202.0266886,0.040373039,60.14061651,0.026824538999999998,132.708519,0.059192025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1089,541,3546,456,575,68,34,325,439,95,289
29047020202,Missouri,Clay,1,3685,1665,0,5,0.0013569,0,0,0,0,0,0,8.0,82837,1,1,1,1,1,0,0,0,501.6818077,3287.1020329999997,501.6818077,143.2539761,585.9687462999999,143.2539761,3287.1020329999997,0.8920222609999999,585.9687462999999,0.159014585,585.9326954,0.159004802,597.8510712,0.162239097,2949.097179,0.800297742,108.1413117,0.029346353,149.93093180000002,0.04068682,0.0,0.0,11.07337226,0.003004986,68.85924577,0.018686361999999998,154.5333389,0.041935777,71.58242373,0.042992447,70.22443929999999,0.04217684,501.6818077,0.136141603,143.2539761,0.038874892,109.83259779999999,0.029805317999999997,58.07407686,0.015759587,408.33842519999996,0.11081097,15.85203461,0.004301773,63.98172819,0.017362748,0.0,0.0,3.298298426,0.0008950610000000001,10.21131955,0.00277105,39.37260434,0.01068456,8.725658222,0.005240636,10.92945229,0.006564235999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673,661,678,3298,130,162,0,14,81,167,87,80
29047020300,Missouri,Clay,1,5927,2533,0,35,0.0059052,0,1,0,0,0,1,18.2,50534,0,1,0,1,0,0,0,0,0.0,2472.36758,0.0,0.0,907.5924748,0.0,2472.36758,0.417136423,907.5924748,0.15312847599999999,564.3595475999999,0.095218415,320.7817575,0.054122112,1906.223298,0.321616888,170.5466288,0.028774527999999997,184.34816750000002,0.031103116,20.87482443,0.0035219879999999998,12.33622239,0.00208136,178.03843419999998,0.030038541000000002,243.2292181,0.041037493,9.298718109,0.00367103,117.7204369,0.046474709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461,1311,780,4573,516,334,50,37,417,511,93,288
29047020400,Missouri,Clay,1,2465,1102,0,0,0.0,0,1,0,0,0,1,5.4,47625,0,1,0,1,0,0,0,0,0.0,572.8786831,0.0,0.0,236.75564139999997,0.0,572.8786831,0.232405145,236.75564139999997,0.09604691300000001,133.6564318,0.054221675999999996,41.9766375,0.017029062,374.8055906,0.15205095,98.53094328,0.039971985,22.95058936,0.009310584,8.550179588999999,0.003468633,0.535394313,0.000217199,67.50597542,0.027385791,69.37413475,0.028143665,6.375347342,0.005785251999999999,16.09698488,0.014607064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902,511,281,1815,296,95,26,5,228,308,22,72
29047020500,Missouri,Clay,1,5911,2429,0,0,0.0,1,1,1,1,1,1,25.6,44777,1,1,1,1,1,0,0,1,2348.2640030000002,5181.0714609999995,2348.2640030000002,661.1468172,1927.0467199999998,661.1468172,5181.0714609999995,0.8765135279999999,1927.0467199999998,0.326010272,1340.8747349999999,0.226843975,605.8992204,0.102503675,4003.6269469999997,0.677318042,609.4640678999999,0.10310676199999999,159.105625,0.026916871000000002,18.81659547,0.003183318,37.88249368,0.006408813,352.1757276,0.05957972,453.1231194,0.076657608,101.2381112,0.041678926,446.5177893999999,0.18382782600000003,2348.2640030000002,0.397270175,661.1468172,0.11185024800000001,536.7638850999999,0.09080762699999999,309.25164739999997,0.052317990999999994,1940.225128,0.328239744,159.4863337,0.026981277999999997,73.15835921,0.012376647,6.942718387,0.001174542,21.30829356,0.0036048540000000002,147.1431706,0.02489311,177.013117,0.029946391,21.03005247,0.008657906,203.1990375,0.083655429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192,1511,711,4638,658,167,19,44,385,513,106,461
29047020602,Missouri,Clay,1,4098,1761,0,35,0.0085408,0,1,0,0,0,1,28.2,48013,0,1,0,1,0,0,0,0,189.0823517,2401.191433,189.0823517,95.54887169,1398.506835,95.54887169,2401.191433,0.585942273,1398.506835,0.341265699,701.2735129,0.17112579600000002,164.66428430000002,0.040181621,1599.0366199999999,0.39019927299999996,550.3080304,0.134286977,58.13299806,0.0141857,10.36938103,0.002530352,9.525739597000001,0.002324485,173.81870859999998,0.042415497,190.42422539999998,0.0464676,57.96103212,0.032913704,164.6762483,0.09351291800000001,189.0823517,0.046140154,95.54887169,0.023315976000000002,35.30190182,0.008614422,6.710632026,0.0016375379999999998,135.8576735,0.03315219,34.63161182,0.008450856999999999,4.021735549,0.00098139,0.0,0.0,0.446859509,0.00010904299999999999,14.12447232,0.003446675,14.07607484,0.003434865,5.512128614,0.003130113,15.77592215,0.008958502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340,1079,395,3031,669,106,11,18,263,348,98,286
29047020603,Missouri,Clay,1,3492,1330,0,0,0.0,1,1,1,0,0,1,13.8,44231,1,1,1,1,1,0,0,0,3467.7748409999995,3492.000015,3467.7748409999995,1494.5124349999999,1503.970208,1494.5124349999999,3492.000015,1.000000004,1503.970208,0.43069020799999996,929.0000056,0.266036657,316.9999999,0.09077892300000001,3000.999993,0.8593928959999999,202.0000005,0.057846506,31.00000021,0.008877434,0.999999985,0.000286369,24.00000027,0.006872852,233.0,0.06672394,255.00000040000003,0.073024055,18.03266768,0.013558397,206.7096281,0.155420773,3467.7748409999995,0.9930626690000001,1494.5124349999999,0.42798179700000005,924.8471183,0.264847399,312.1549649,0.089391456,2980.235558,0.853446609,198.53926130000002,0.056855459000000004,31.00000021,0.008877434,0.999999985,0.000286369,24.00000027,0.006872852,233.0,0.06672394,255.00000040000003,0.073024055,18.03266768,0.013558397,205.3111642,0.154369296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640,929,317,3001,202,31,1,24,233,255,18,205
29047020604,Missouri,Clay,1,4706,1917,0,0,0.0,0,0,0,0,0,0,8.6,62950,1,1,1,1,1,0,0,0,660.333613,3130.2580359999997,660.333613,94.09969788,704.9690588999999,94.09969788,3130.2580359999997,0.665163204,704.9690588999999,0.14980218,822.2544655,0.174724706,311.3713852,0.066164765,2509.754425,0.5333094829999999,246.38918059999997,0.052356392,67.32307926,0.014305797,14.54450304,0.00309063,31.377039,0.006667454000000001,260.8698037,0.055433447000000004,335.58486780000004,0.071310002,67.53659476,0.035230357000000004,88.64390799,0.046240954,660.333613,0.140317385,94.09969788,0.019995686000000002,166.07048559999998,0.035289096,64.91787279,0.013794703,478.1928412,0.10161343800000001,82.43903519,0.017517857,30.43082088,0.006466388000000001,2.2051432109999998,0.000468581,1.985101345,0.00042182300000000004,65.080679,0.013829299,79.35432292,0.016862372,7.054355311,0.003679893,18.62079698,0.009713509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235,1184,534,3832,340,105,19,41,369,497,128,139
29047020801,Missouri,Clay,1,6287,2670,0,94,0.014951499999999998,0,0,0,0,0,0,13.9,59397,1,1,1,1,1,0,0,0,4650.8851429999995,5798.052826,4650.8851429999995,1235.54023,1561.129741,1235.54023,5798.052826,0.922228857,1561.129741,0.248310759,1256.043974,0.19978431300000002,896.8378826,0.142649576,5327.165018,0.8473302079999999,181.5786731,0.028881609,46.27329938,0.007360156,31.31573478,0.00498103,22.72974363,0.0036153559999999997,188.9903742,0.030060502000000003,236.052275,0.037546091000000004,65.87718577,0.024673103,228.32478390000003,0.08551489999999999,4650.8851429999995,0.7397622309999999,1235.54023,0.19652302100000002,1020.343791,0.162294225,728.8267261,0.115925994,4256.10267,0.676968772,160.9987301,0.025608196,26.404638300000002,0.004199879,30.0,0.004771750999999999,19.7129677,0.003135513,157.66615180000002,0.025078122,206.1796033,0.032794593,55.16553469,0.020661249,178.3638983,0.066802958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743,1360,994,5732,208,59,33,28,227,273,63,247
29047020901,Missouri,Clay,1,5658,2347,0,8,0.0014139,0,0,0,0,0,0,2.3,71955,1,1,1,1,1,0,0,0,1433.370577,4516.110086,1433.370577,155.02378230000002,916.8020156,155.02378230000002,4516.110086,0.798181351,916.8020156,0.162036411,1031.941481,0.182386264,568.7011509,0.100512752,4015.757907,0.709748658,169.9523577,0.030037532000000002,104.4710845,0.018464313,4.032477626,0.000712704,25.03655385,0.0044249829999999995,196.85970759999998,0.034793161,279.2470313,0.049354370999999994,43.75290238,0.018642055,58.28632168,0.024834394,1433.370577,0.253335203,155.02378230000002,0.027399042000000002,297.44351800000004,0.052570434000000006,166.90402949999998,0.029498767999999998,1280.157999,0.22625627399999998,48.76792042,0.008619286,33.33278255,0.005891266,0.0,0.0,4.516840193,0.00079831,66.59503115,0.011770066000000001,76.70690118,0.013557247,6.184436098,0.002635039,17.96600255,0.00765488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317,1253,768,5011,231,124,9,33,250,372,65,72
29047020902,Missouri,Clay,1,2369,900,0,0,0.0,0,0,0,0,0,0,4.6,62118,1,1,1,1,1,0,0,0,2106.488804,2368.999995,2106.488804,647.4517945,732.8630441,647.4517945,2368.999995,0.999999998,732.8630441,0.309355443,645.0000006,0.27226677899999996,248.9999988,0.10510764,2087.000004,0.880962433,84.99999987,0.035880117999999996,31.00000015,0.01308569,7.000000207,0.002954833,11.00000002,0.004643309,148.0000001,0.062473618,233.9999991,0.09877585400000001,0.0,0.0,126.43805420000001,0.140486727,2106.488804,0.889189027,647.4517945,0.273301728,566.8467787999999,0.239276817,232.84780010000003,0.09828948900000001,1878.069373,0.7927688359999999,70.35149365,0.029696705,20.54701733,0.008673287,7.000000207,0.002954833,10.00000002,0.00422119,120.5209268,0.050874178,216.1422957,0.091237778,0.0,0.0,112.6483531,0.125164837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758,645,249,2087,85,31,7,11,148,234,0,127
29047021001,Missouri,Clay,1,3562,1619,0,0,0.0,0,1,0,0,0,1,21.0,57765,0,1,0,1,0,0,0,0,0.0,1995.457891,0.0,0.0,763.1356331000001,0.0,1995.457891,0.560207156,763.1356331000001,0.21424358,458.35686560000005,0.12867963699999999,251.83272960000002,0.070699812,1643.72812,0.46146213399999997,73.67867322,0.020684636,28.65717368,0.008045248,9.254018856,0.002597984,16.02439322,0.004498707,224.1155244,0.062918452,246.3005355,0.06914669700000001,58.18665331,0.035939872000000005,127.411612,0.078697722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547,792,552,2898,199,54,14,22,375,433,152,241
29047021003,Missouri,Clay,1,3846,1702,0,36,0.0093604,0,0,0,0,0,0,10.5,70750,0,1,0,1,0,0,0,0,430.9299954,3232.500379,430.9299954,22.22453653,560.7945969,22.22453653,3232.500379,0.840483718,560.7945969,0.145812428,600.2581892000001,0.156073372,618.3645663,0.160781218,2843.070264,0.7392278379999999,196.24099030000002,0.051024698,70.33487226,0.018287798,2.000000045,0.000520021,16.00000024,0.004160166,104.8542681,0.0272632,153.7564244,0.039978269,23.15734293,0.013605958999999999,65.66141701,0.038578976,430.9299954,0.112046281,22.22453653,0.0057786109999999995,102.3892988,0.026622282999999997,71.3300554,0.018546556000000002,409.513152,0.106477679,8.508681625,0.002212346,3.034740612,0.0007890639999999999,0.0,0.0,1.626588125,0.00042293,8.246834993,0.002144263,10.19562782,0.0026509690000000004,0.0,0.0,7.375138392,0.004333219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749,726,768,3414,209,76,2,16,129,170,28,73
29047021004,Missouri,Clay,1,3080,1300,0,0,0.0,0,1,0,0,0,1,11.4,50759,0,1,0,1,0,0,0,0,0.0,2080.792306,0.0,0.0,593.8822131000001,0.0,2080.792306,0.675581918,593.8822131000001,0.1928189,471.8450393,0.153196441,326.9609082,0.10615613900000001,1826.8008690000001,0.593117165,78.82883549,0.025593777999999998,30.99999994,0.010064935,7.433118612,0.00241335,10.99999994,0.003571429,125.72949320000001,0.040821263999999996,166.8149103,0.054160685,7.624158552999999,0.005864736999999999,88.87337245,0.068364133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920,697,449,2683,126,42,8,13,208,281,14,131
29047021101,Missouri,Clay,1,4552,2003,0,0,0.0,0,1,0,0,0,1,17.2,53736,0,1,0,1,0,0,0,0,0.0,1370.046012,0.0,0.0,749.8818045,0.0,1370.046012,0.30097671600000003,749.8818045,0.164736776,315.42314730000004,0.06929331,224.65248730000002,0.04935248,1133.924894,0.249104766,56.61615539,0.012437644,31.86619371,0.007000482,28.73039013,0.0063115969999999995,11.43096481,0.0025111960000000003,107.47740970000001,0.02361103,111.500626,0.024494865,48.45446503,0.024190946,61.41809032,0.030663051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384,976,809,3885,187,57,64,37,322,356,167,202
